OBJID;BEGDA;ENDDA;STEXT
55002640;01.04.2008;11.06.2009;Участок связи станций Туба-Чартыковский
55002641;01.04.2008;11.06.2009;Бр. по обс.маг.каб.св. ст.Ташеба-Камышта
55002642;01.04.2008;01.06.2009;Бр. по обс.уст.св. ст.Абакан-Туба
55002643;01.04.2008;01.06.2009;Бр.по обс.и рем.лин.уст.св. ст.Абакан
55002644;01.04.2008;01.06.2009;Бр. по обс.уст.св. ст.Тисин-Учум
55002645;01.04.2008;01.06.2009;Бр. по обс.уст.св. ст.Капчалы-Сон
55002646;01.04.2008;30.09.2010;Участок связи ст. Карай-Биск.-Аск.-Абаза
55002646;01.10.2010;24.10.2010;Участок связи ст. Карай-Биск.-Аск.-Абаза
55002647;01.04.2008;30.09.2010;Бр.по обс.уст.св. ст.Аск-Абаза-Тея-Между
55002647;01.10.2010;17.10.2010;Бр.по обс.уст.св. ст.Аск-Абаза-Тея-Между
55002648;01.04.2008;30.09.2010;Бр.по обс.уст.св. ст.Аск-Абаза-Бискамжа
55002648;01.10.2010;17.10.2010;Бр.по обс.уст.св. ст.Аск-Абаза-Бискамжа
55002649;01.04.2008;30.09.2010;Бр. по обс.уст.св. ст.Тея -Биск. -Карай
55002649;01.10.2010;17.10.2010;Бр. по обс.уст.св. ст.Тея -Биск. -Карай
55002650;01.04.2008;30.09.2010;Бр.по обс.уст.поездной и парков. р/связи
55002650;01.10.2010;17.10.2010;Бр.по обс.уст.поездной и парков. р/связи
55002651;01.04.2008;30.09.2010;Дом связи ст.Аскиз
55002651;01.10.2010;21.10.2010;Дом связи ст.Аскиз
55002652;01.04.2008;30.09.2010;Дом связи ст.Бискамжа
55002652;01.10.2010;17.10.2010;Дом связи ст.Бискамжа
55002653;01.04.2008;30.09.2010;Телефонно-телеграфная станция ст.Аскиз
55002653;01.10.2010;18.10.2010;Телефонно-телеграфная станция ст.Аскиз
55002654;01.04.2008;30.09.2010;Участок связи станций 487км - Мана
55002654;01.10.2010;20.10.2010;Участок связи станций 487км - Мана
55002655;01.04.2008;30.09.2010;Бр. по обс.уст.радиосвязи ст.487км-Мана
55002655;01.10.2010;17.10.2010;Бр. по обс.уст.радиосвязи ст.487км-Мана
55002656;01.04.2008;30.09.2010;Бр. по обс.уст.св. станций 487км-557км
55002656;01.10.2010;17.10.2010;Бр. по обс.уст.св. станций 487км-557км
55002657;01.04.2008;30.09.2010;Бр. по обс.уст.св. ст.Канзыба-Щетинкино
55002657;01.10.2010;17.10.2010;Бр. по обс.уст.св. ст.Канзыба-Щетинкино
55002658;01.04.2008;30.09.2010;Бр. по обс.уст.св. ст.Сисим-Мана
55002658;01.10.2010;17.10.2010;Бр. по обс.уст.св. ст.Сисим-Мана
55002659;01.04.2008;30.09.2010;Бр. по обс.уст.св. ст.Курагино
55002659;01.10.2010;20.10.2010;Бр. по обс.уст.св. ст.Курагино
55002660;01.04.2008;30.09.2010;Бр.по обс.мест.и стан.св. ст.Кошурниково
55002660;01.10.2010;20.10.2010;Бр.по обс.мест.и стан.св. ст.Кошурниково
55002661;01.04.2008;30.09.2010;Телефонно-телеграфная ст.Кошурниково
55002661;01.10.2010;18.10.2010;Телефонно-телеграфная ст.Кошурниково
55002662;01.04.2008;30.09.2010;Участок по эксплуатации и ремонту машин
55002662;01.10.2010;15.05.2011;Участок по эксплуатации и ремонту машин
55002662;16.05.2011;31.12.9999;Спец.  ремонтно-восстановит. группа
55002666;21.02.2008;21.02.2008;Околоток № 5
55002667;21.02.2008;30.06.2011;Околоток № 5
55002668;21.02.2008;14.07.2011;Околоток № 11
55002675;01.04.2008;14.07.2011;Медицинские склады (2 группы) ст. Канск
55002676;01.04.2008;17.06.2010;Участок водоснабжения станции Чунояр
55002677;01.04.2008;20.02.2010;Общежитие станции Иланская
55002678;01.04.2008;22.06.2010;Автотранспортный участок станции Чунояр
55002679;01.04.2008;17.06.2010;Производственная база станции Иланская
55002680;01.04.2008;27.08.2011;Автотранспортный участок ст.  Иланская
55002681;01.04.2008;17.06.2010;Электробойлерная станции Тинская
55002682;01.04.2008;31.05.2011;Котельная станции Решоты
55002683;01.04.2008;29.05.2009;ЛОВД  станции Иланская
55002684;01.04.2008;08.04.2010;ЛОВД станции Канск-Енисейский
55002685;01.04.2008;20.07.2010;Мастерский участок станции Иланская
55002687;01.04.2008;19.09.2010;Мастерской участок станции Чунояр
55002691;01.04.2008;31.08.2011;ПЧ ИССО Красноярск
55002692;01.04.2008;30.09.2009;Планово-производственный отдел
55002692;01.10.2009;14.07.2011;Производственный отдел
55002693;01.04.2008;30.06.2011;Сектор материально-технического снабжени
55002694;01.04.2008;30.06.2011;Участок № 1
55002695;01.04.2008;30.06.2011;Участок № 2
55002696;01.04.2008;14.07.2011;Участок № 3
55002697;01.04.2008;30.06.2011;Участок № 4
55002698;01.04.2008;14.07.2011;Отдел главного механика
55002699;04.04.2008;30.06.2009;Станция Красная Сопка
55002700;01.04.2008;17.06.2010;Участок по обслуживанию жилищного фонда
55002701;01.04.2008;09.02.2010;Нежилое здание (ул. Деповская, 9г)
55002702;01.04.2008;30.05.2010;Бойлерные станции Решоты
55002704;01.04.2008;11.08.2008;РПЗ Курагино
55002705;01.04.2008;30.06.2008;Руководство
55002706;01.04.2008;30.06.2008;Горно-дробильный участок
55002707;01.04.2008;11.08.2008;Транспортно-механический участок
55002708;01.04.2008;30.06.2008;Энергоучасток
55002709;01.04.2008;25.08.2008;ШПЗ Решоты
55002710;01.04.2008;31.07.2008;Руководство
55002711;01.04.2008;30.06.2008;Производственно-технический сектор
55002712;01.04.2008;25.08.2008;Цех пропитки
55002713;01.04.2008;30.06.2008;Цех погрузочно-разгрузочных работ
55002714;01.04.2008;30.06.2008;Котельный цех
55002715;01.04.2008;30.06.2008;Очистные сооружения водоснабжения и кана
55002716;01.04.2008;30.06.2008;Гараж
55002717;01.04.2008;30.06.2008;Ремонтно-механические мастерские
55002718;01.04.2008;30.06.2008;Электроучасток
55002719;01.04.2008;30.06.2008;Участок контрольно-измерительных приборо
55002720;01.04.2008;30.06.2008;Лаборатория
55002721;01.04.2008;30.06.2008;Стрелковая команда
55002722;01.04.2008;30.06.2008;Столовая
55002724;09.04.2008;30.09.2010;Околоток №10
55002724;01.10.2010;14.07.2011;Линейный участок №10
55002725;01.04.2008;30.06.2011;Смотрительский участок Саянская-Мана
55002726;01.04.2008;31.05.2011;Смотрительский участок  Ельники  -Авда
55002727;01.04.2008;14.07.2011;Смотрительский участок ст.Кошурниково
55002728;01.04.2008;31.05.2011;Смотрительский участок ст.Тагул
55002729;01.04.2008;01.10.2010;Котельная общежития станции Саянская
55002730;01.04.2008;14.07.2011;Автотранспортный участок станции Саянска
55002731;01.04.2008;31.03.2011;Общежития станции  Саянская
55002732;01.04.2008;14.07.2011;Производственная база  станции Саянская
55002733;01.04.2008;05.09.2008;РПЗ Кача
55002734;01.04.2008;30.06.2008;Контора
55002735;01.04.2008;05.09.2008;Горно-дробильно-сортировочный цех
55002736;01.04.2008;22.07.2008;Погрузка
55002737;01.04.2008;05.08.2008;Автотранспортный цех
55002738;13.03.2008;18.12.2017;Производственно-технический отдел
55002740;01.04.2008;30.09.2010;Бр. по обс. магистрального кабеля связи
55002740;01.10.2010;24.10.2010;Бр. по обс. магистрального кабеля связи
55002741;01.04.2008;08.11.2012;Отдел эксплуатации
55002742;01.04.2008;01.08.2008;Участок водоснабжения ст.Саянская
55002743;01.04.2008;30.08.2008;Водоснабжение Саянская
55002744;01.04.2008;01.08.2008;Стоки Саянская
55002745;01.04.2008;01.08.2008;Участок водоснабжения ст.Кошурниково
