PARENT_OBJID;BEGDA;ENDDA;OBJID;NPP
1;01.10.2003;31.12.9999;125644;01
1;01.10.2003;31.12.9999;125645;02
1;01.10.2003;31.12.9999;125646;03
1;01.10.2003;31.12.9999;125647;04
1;01.10.2003;31.12.9999;125648;05
1;01.10.2003;31.12.9999;125649;06
1;01.10.2003;31.12.9999;125650;07
1;01.10.2003;30.06.2010;125651;08
1;01.10.2003;31.12.9999;125652;09
1;01.10.2003;31.12.9999;125653;10
1;01.10.2003;31.12.9999;31644;AA
1;01.10.2003;31.03.2006;3716;AH
1;01.10.2003;31.12.2009;124574;AR
1;01.10.2003;01.01.2006;3622;AS
1;01.10.2003;01.01.2006;3623;AT
1;01.10.2003;01.01.2006;3624;AU
1;01.10.2003;01.01.2006;3627;AV
1;01.10.2003;01.01.2006;3642;AV
1;01.10.2003;01.01.2006;3628;AW
1;01.10.2003;01.01.2006;3647;AW
1;01.10.2003;01.01.2006;3629;AX
1;01.10.2003;01.01.2006;3630;AY
1;01.10.2003;31.12.2006;3649;AY
1;01.10.2003;01.01.2006;3648;AZ
1;01.10.2003;31.12.2006;3650;AZ
1;01.10.2003;01.01.2006;3694;BB
1;01.10.2003;01.01.2010;3656;BB
1;01.10.2003;01.01.2006;3704;BC
1;01.10.2003;01.01.2010;3688;BC
1;01.10.2003;01.01.2006;3707;BD
1;01.10.2003;01.01.2010;3689;BD
1;01.10.2003;01.01.2006;3708;BE
1;02.10.2003;01.01.2006;3710;BF
1;01.10.2003;01.01.2006;3711;BG
1;01.10.2003;01.01.2006;3713;BH
1;01.10.2003;01.01.2006;3715;BJ
1;01.10.2003;01.01.2006;3731;BK
1;01.07.2009;01.01.2010;3712;BL
1;01.10.2003;01.01.2006;20735;BN
1;01.10.2003;31.08.2010;20732;BN
1;01.10.2003;01.01.2006;20736;BO
1;01.10.2003;01.01.2006;20737;BP
1;01.10.2003;01.07.2008;3720;BQ
1;01.10.2003;01.07.2009;3729;BR
1;01.10.2003;01.01.2006;3730;BS
1;01.10.2003;01.01.2006;3732;BU
1;01.10.2003;01.01.2006;3733;BV
1;01.10.2003;01.01.2006;3734;BW
1;01.10.2003;01.01.2006;3735;BX
1;01.10.2003;01.01.2006;3736;BY
1;01.10.2003;01.01.2006;3737;BZ
1;01.10.2003;01.01.2006;3738;CA
1;01.10.2003;01.01.2006;3739;CB
1;01.10.2003;01.01.2008;3740;CC
1;01.10.2003;01.01.2006;3741;CD
1;01.10.2003;01.01.2006;3742;CE
1;01.10.2003;01.01.2006;3743;CF
1;01.10.2003;01.01.2006;3744;CG
1;01.10.2003;01.01.2006;3745;CH
1;01.10.2003;01.01.2006;3746;CI
1;01.10.2003;01.01.2006;3747;CJ
1;01.10.2003;01.04.2009;3754;CK
1;01.10.2003;01.01.2006;20405;CL
1;01.10.2003;01.10.2003;20720;CM
1;01.10.2003;01.10.2009;20733;CQ
1;01.10.2003;01.01.2007;20734;CR
1;01.06.2004;01.06.2004;20784;CV
1;01.06.2004;01.06.2004;20785;CW
1;01.06.2004;01.06.2004;20786;CX
1;01.06.2004;01.06.2004;20787;CY
1;01.06.2004;01.06.2004;20788;CZ
1;01.06.2004;01.06.2004;20790;DA
14;01.01.2008;28.06.2013;55002400;93
14;01.10.2007;23.05.2013;55002157;94
14;01.10.2003;25.04.2013;55001825;95
14;01.07.2009;30.09.2013;55004957;96
14;01.10.2003;31.12.9999;119;AA
14;01.04.2013;31.12.9999;55014175;AB
14;01.11.2010;31.12.9999;55007564;AC
14;24.08.2006;31.12.9999;55000626;AD
14;01.10.2003;13.09.2008;122;AE
14;01.01.2012;31.12.9999;55010808;AE
14;01.01.2012;31.12.9999;55010847;AF
14;28.04.2006;10.08.2008;55000002;AG
14;01.01.2014;31.12.9999;55014726;AG
14;01.10.2003;01.04.2007;120;AH
14;01.10.2003;31.03.2018;350;AH
14;24.08.2006;31.10.2007;55000625;AH
14;01.10.2003;31.12.9999;354;AI
14;01.10.2003;31.12.2006;121;AJ
14;01.01.2005;31.12.9999;353;AJ
14;01.10.2003;01.09.2006;17736;AK
14;01.04.2013;31.12.9999;55014051;AK
14;01.10.2003;31.12.9999;358;AL
14;01.10.2003;31.07.2009;346;AM
14;01.07.2007;15.06.2012;55001847;AM
14;01.04.2007;19.10.2011;55001625;AN
14;01.10.2003;12.10.2011;355;AO
14;01.02.2007;31.03.2009;2223;AO
14;01.10.2003;30.06.2011;348;AP
14;01.10.2009;05.02.2012;2231;AP
14;01.01.2011;13.01.2013;55007668;AP
14;01.10.2009;18.01.2012;2233;AQ
14;01.10.2003;02.04.2007;349;AR
14;01.10.2009;25.09.2011;2232;AR
14;01.10.2009;31.12.2011;2239;AR
14;01.10.2003;31.05.2008;356;AS
14;01.10.2009;20.11.2011;2246;AS
14;01.10.2009;23.01.2012;2241;AS
14;01.10.2009;22.07.2011;2234;AT
14;01.10.2009;18.09.2011;2245;AT
14;01.10.2003;15.05.2008;357;AU
14;01.04.2007;13.12.2009;55001327;AU
14;01.10.2009;31.10.2011;2235;AU
14;01.10.2009;31.12.2011;2213;AU
14;01.10.2003;31.12.2007;352;AV
14;01.10.2009;07.09.2011;2236;AV
14;01.10.2009;27.01.2012;17731;AV
14;01.10.2003;25.07.2007;351;AW
14;01.10.2009;01.10.2011;2237;AW
14;01.10.2009;27.01.2012;17732;AW
14;01.10.2003;01.11.2006;17592;AX
14;01.10.2009;11.09.2011;2238;AX
14;01.10.2009;15.01.2012;2270;AX
14;01.04.2008;11.08.2008;55002704;AY
14;01.10.2009;21.11.2011;2273;AY
14;01.10.2009;12.12.2011;2198;AY
14;01.10.2009;26.01.2012;2271;AY
14;01.10.2007;30.12.2011;55002189;AZ
14;01.04.2008;05.09.2008;55002733;AZ
14;01.10.2009;01.12.2011;2240;AZ
14;01.04.2008;25.08.2008;55002709;BA
14;01.10.2009;08.11.2011;2201;BA
14;01.10.2009;27.08.2011;2242;BB
14;01.10.2009;24.10.2011;2203;BB
14;01.10.2009;01.10.2011;2244;BC
14;01.10.2009;31.12.2011;2209;BC
14;01.10.2009;31.08.2011;55002691;BF
14;01.10.2009;10.10.2011;2265;BJ
14;01.10.2009;27.08.2011;55001522;BK
14;01.10.2009;31.10.2011;2266;BL
14;01.10.2009;27.08.2011;2267;BM
14;01.10.2009;30.09.2011;2268;BN
14;01.10.2009;14.07.2011;2269;BO
14;01.10.2009;02.10.2011;2272;BR
14;01.10.2009;19.10.2011;2197;BT
14;01.10.2009;27.08.2011;2199;BV
14;01.10.2009;30.09.2011;2200;BW
14;01.10.2009;23.09.2011;2202;BY
14;01.10.2009;01.11.2011;2208;CA
14;01.10.2009;14.07.2011;2211;CC
14;01.10.2003;31.12.2010;117;CD
14;01.10.2003;31.12.2010;118;CE
14;27.01.2006;28.02.2011;55000013;CE
14;01.04.2009;17.11.2010;55003952;CF
14;01.04.2009;07.07.2010;55004052;CG
14;01.10.2009;31.12.2009;2217;CI
117;01.10.2003;31.12.2010;2280;AA
117;01.10.2003;30.04.2009;2225;AB
117;01.10.2003;30.11.2010;2264;AC
117;01.10.2003;30.09.2009;17732;AD
117;01.10.2003;30.09.2009;2237;AE
117;01.10.2003;06.06.2006;2218;AF
117;01.10.2003;30.09.2009;2238;AF
117;01.10.2003;30.09.2009;2239;AG
117;01.10.2003;30.09.2009;2244;AH
117;01.10.2003;30.09.2009;2240;AI
117;01.10.2003;30.09.2009;2241;AJ
117;01.10.2003;30.09.2009;2242;AK
117;01.10.2003;30.09.2009;2269;AL
117;01.10.2003;30.09.2009;2268;AM
117;01.10.2003;30.09.2009;2272;AN
117;01.10.2003;30.09.2009;2267;AO
117;01.10.2003;30.09.2009;2202;AP
117;01.10.2003;30.09.2009;2203;AQ
117;01.10.2003;31.08.2008;2212;AR
117;01.10.2003;30.09.2009;2208;AS
117;01.10.2003;01.12.2009;2282;AT
117;01.10.2003;09.11.2007;2281;AU
117;01.10.2003;30.06.2006;2283;AV
118;01.10.2003;31.12.2010;2284;AA
118;01.10.2003;30.04.2009;2224;AB
118;01.10.2003;30.04.2009;17730;AC
118;01.10.2003;30.04.2009;2226;AD
118;01.10.2003;31.12.2007;2227;AE
118;01.10.2003;30.04.2009;2228;AE
118;01.10.2003;31.12.2007;2229;AF
118;01.10.2003;01.06.2009;2230;AF
118;01.10.2003;05.08.2009;2261;AG
118;01.10.2003;05.08.2009;2262;AH
118;01.06.2008;30.04.2009;55002796;AI
118;01.10.2003;02.02.2010;2260;AJ
118;01.10.2003;31.07.2009;2263;AK
118;01.10.2003;30.09.2009;17731;AL
118;01.10.2003;18.12.2006;2219;AM
118;01.10.2003;30.09.2009;2213;AM
118;01.10.2003;30.09.2009;2233;AN
118;01.10.2003;30.09.2009;2235;AO
118;01.10.2003;30.09.2009;2234;AP
118;01.10.2003;30.09.2009;2232;AQ
118;01.10.2003;30.09.2009;2236;AR
118;01.10.2003;30.09.2009;2231;AS
118;01.10.2003;30.09.2009;2245;AT
118;01.10.2003;16.01.2008;14607;AU
118;01.10.2003;30.09.2009;2246;AU
118;01.10.2003;30.09.2009;2273;AV
118;01.04.2007;30.09.2009;55001522;AW
118;01.10.2003;08.02.2008;2247;AX
118;01.10.2003;30.09.2009;2266;AX
118;01.10.2003;30.09.2009;2265;AY
118;01.10.2003;30.09.2009;2271;AZ
118;01.10.2003;30.09.2009;2270;BA
118;01.10.2003;30.09.2009;2199;BB
118;01.10.2003;30.09.2009;2200;BC
118;01.10.2003;30.09.2009;2201;BD
118;01.10.2003;30.09.2009;2197;BE
118;01.10.2003;30.09.2009;2198;BF
118;01.10.2003;30.09.2009;2209;BG
118;01.10.2003;12.10.2008;2210;BH
118;01.10.2003;30.09.2009;2211;BI
118;01.10.2003;30.09.2009;2217;BJ
118;01.04.2008;30.09.2009;55002691;BK
118;01.10.2003;01.09.2006;2274;BN
118;01.10.2003;08.01.2007;19551;BO
119;01.04.2006;05.07.2006;55000202;
119;01.07.2006;20.08.2006;55000464;
119;16.08.2006;20.08.2006;55000462;
119;16.08.2006;20.08.2006;55000463;
119;01.04.2009;01.04.2009;55000955;
119;01.01.2004;31.12.9999;5050;AA
119;31.03.2010;31.12.9999;55006982;AB
119;01.01.2004;02.08.2009;4978;AC
119;01.01.2004;31.12.9999;5238;AC
119;01.01.2004;02.12.2012;5241;AD
119;01.01.2005;12.05.2009;16983;AD
119;01.08.2012;31.12.9999;55012625;AD
119;01.09.2019;31.12.9999;55020175;AD
119;01.01.2004;18.09.2013;5239;AE
119;01.08.2012;03.10.2019;55012578;AE
119;01.01.2004;31.12.9999;5236;AF
119;01.01.2011;18.11.2012;55007732;AF
119;01.01.2005;31.12.9999;17311;AG
119;01.08.2005;31.12.9999;26828;AH
119;01.01.2004;31.12.9999;5243;AI
119;01.01.2004;16.10.2006;5232;AJ
119;01.01.2004;31.12.9999;5106;AJ
119;10.05.2006;31.12.9999;55000200;AK
119;01.10.2003;02.09.2007;2278;AL
119;01.01.2004;31.12.9999;5251;AL
119;06.10.2005;19.09.2019;25495;AM
119;01.01.2004;31.12.9999;5093;AN
119;01.01.2005;08.12.2009;17442;AN
119;01.01.2004;31.12.9999;5244;AO
119;30.04.2010;31.12.9999;55007061;AP
119;31.03.2015;24.06.2017;55015634;AQ
119;01.04.2010;23.06.2015;55007019;AR
119;05.09.2016;31.12.9999;55016525;AR
119;07.12.2006;31.12.9999;55001022;AS
119;13.03.2006;31.12.9999;37179;AT
119;01.01.2004;17.09.2006;5246;AU
119;13.07.2007;15.07.2007;55001853;AU
119;09.04.2008;26.07.2015;55002753;AU
119;01.01.2015;31.12.9999;55001853;AU
119;05.03.2020;31.12.9999;55020527;AU
119;01.01.2004;17.07.2010;5245;AV
119;05.08.2006;03.05.2012;55000978;AV
119;01.01.2015;31.12.9999;55005243;AV
119;01.10.2009;28.06.2012;55005375;AW
119;01.01.2015;31.12.9999;55005330;AW
119;01.01.2004;21.03.2010;5250;AX
119;01.01.2004;15.01.2012;5230;AX
119;01.01.2004;23.12.2012;5010;AX
119;01.01.2015;31.12.9999;55005331;AX
119;01.01.2004;21.09.2011;5231;AY
119;01.01.2010;26.05.2010;55006375;AY
119;01.01.2015;31.12.9999;55005332;AY
119;01.01.2004;28.10.2009;4668;AZ
119;01.01.2004;15.08.2011;5233;AZ
119;01.01.2015;31.12.9999;55005242;AZ
119;01.01.2004;08.09.2011;5229;BA
119;01.01.2015;31.12.9999;55007725;BA
119;01.01.2004;01.11.2009;5228;BB
119;01.01.2015;31.12.9999;55005249;BB
119;01.10.2003;30.09.2009;2275;BC
119;01.01.2005;11.01.2012;17003;BC
119;01.01.2015;31.12.9999;55007730;BC
119;01.01.2015;31.12.9999;55005360;BD
119;01.01.2004;01.09.2005;5234;BE
119;01.01.2004;31.12.2014;5363;BE
119;01.01.2005;31.03.2009;19997;BF
119;01.01.2004;16.05.2006;5249;BK
119;01.01.2004;18.04.2007;5083;BM
119;05.07.2005;28.02.2007;26497;BN
119;01.01.2004;02.04.2007;5227;BO
119;01.01.2004;27.06.2006;5235;BP
119;01.01.2004;30.01.2006;5247;BQ
119;01.01.2004;22.11.2006;5248;BS
119;01.01.2004;19.08.2006;6104;BT
119;03.10.2005;16.07.2006;25447;BU
119;01.01.2004;01.01.2006;5226;BV
119;01.01.2004;31.10.2005;5240;BW
119;01.10.2003;06.12.2004;55000458;BX
120;01.01.2005;01.04.2007;17708;AA
120;01.10.2003;31.03.2007;2222;AB
120;01.10.2003;01.04.2007;2220;AC
120;01.10.2003;31.01.2007;2223;AD
121;01.10.2003;21.12.2006;17920;AA
121;01.10.2003;31.12.2006;2205;AB
121;01.10.2003;01.09.2006;2206;AC
121;01.10.2003;30.06.2006;2207;AD
121;01.10.2003;25.07.2006;17147;AE
122;01.10.2003;13.09.2008;2259;AA
122;01.10.2003;16.06.2008;2256;AB
122;01.10.2003;31.03.2008;2255;AC
122;01.10.2003;20.05.2008;2258;AD
122;01.10.2003;04.08.2008;2250;AE
122;01.10.2003;11.08.2008;2252;AF
122;01.10.2003;20.08.2008;2249;AG
122;01.10.2003;17.07.2008;2254;AH
122;01.10.2003;13.09.2008;2251;AI
122;01.11.2005;01.05.2007;28057;AI
122;01.10.2003;30.06.2008;2253;AJ
122;01.10.2003;04.08.2008;2248;AK
122;01.10.2003;30.04.2008;16867;AL
346;30.10.2008;31.07.2009;55000571;
346;01.01.2005;31.07.2009;18101;AA
346;01.01.2005;27.10.2008;55000570;AB
346;01.04.2009;31.07.2009;55004907;AB
346;01.01.2005;29.10.2008;55000571;AC
346;15.09.2008;31.07.2009;55003781;AC
346;01.01.2005;31.07.2009;55000572;AD
346;19.07.2007;31.07.2009;55001879;AE
346;15.09.2008;31.07.2009;55003780;AF
346;01.01.2005;31.07.2009;18097;AG
346;01.01.2005;31.07.2009;18098;AH
346;01.01.2005;31.07.2009;18099;AI
346;01.01.2005;31.07.2009;18100;AJ
347;01.01.2005;11.10.2005;18473;
347;01.01.2005;01.01.2006;18456;
347;01.01.2005;12.01.2006;18924;
347;01.01.2005;11.02.2007;18455;
347;01.01.2005;29.03.2007;18466;
347;01.02.2006;01.10.2006;18457;
347;02.03.2007;24.05.2007;55001307;
347;11.11.2008;13.11.2008;18460;
347;01.04.2009;01.11.2009;55004710;
347;01.04.2009;01.11.2009;55004712;
347;01.04.2009;01.11.2009;55004713;
347;01.04.2009;01.11.2009;55004714;
347;01.04.2009;01.11.2009;55004815;
347;01.04.2009;01.11.2009;55004863;
347;01.04.2009;01.11.2009;55004864;
347;01.04.2009;10.11.2009;55004711;
347;01.04.2009;01.12.2009;55004862;
347;01.01.2005;31.01.2006;18457;01
347;02.03.2007;30.03.2007;55001305;01
347;02.03.2007;24.05.2007;55001303;01
347;02.03.2007;24.05.2007;55001306;04
347;01.01.2005;30.04.2009;18459;1
347;01.01.2005;01.06.2008;18458;2
347;01.01.2005;10.11.2008;18460;3
347;01.01.2005;06.02.2007;18472;5
347;01.01.2005;28.04.2008;18469;5
347;01.01.2005;01.04.2008;18482;6
347;01.04.2008;08.11.2012;55002741;AA
347;01.04.2008;26.04.2012;55002769;AB
347;20.04.2010;01.04.2012;55007060;AC
347;09.07.2009;31.03.2012;55005173;AD
347;01.01.2005;20.04.2012;18928;AE
347;01.01.2005;17.11.2010;18471;AF
347;01.01.2005;01.10.2006;18467;AK
347;01.01.2005;01.10.2006;18468;AL
347;01.01.2005;01.10.2006;18470;AM
347;01.01.2005;01.10.2006;18474;AN
347;01.01.2005;01.10.2006;18475;AO
347;01.01.2005;01.10.2006;18483;AP
347;01.01.2005;01.10.2006;18484;AQ
347;01.01.2005;01.10.2006;18485;AR
347;01.01.2005;01.10.2006;18486;AS
347;01.01.2005;01.10.2006;18448;AT
347;01.01.2005;01.10.2005;18449;AU
348;01.01.2005;31.03.2007;19336;
348;01.01.2005;25.06.2011;19324;AB
348;01.01.2005;25.06.2011;19325;AC
348;01.01.2005;31.05.2011;19326;AD
348;01.01.2005;31.05.2011;19337;AE
348;01.01.2005;25.06.2011;19338;AF
348;01.01.2005;25.06.2011;19339;AG
348;01.01.2005;25.06.2011;19340;AH
348;01.01.2005;31.05.2011;19341;AI
349;01.01.2004;01.02.2006;2769;
349;01.01.2004;01.02.2006;2770;
349;01.01.2004;01.02.2006;2788;
349;01.01.2004;02.04.2007;2703;AA
349;01.01.2004;02.04.2007;2760;AB
349;01.01.2004;02.04.2007;2717;AC
349;01.01.2004;02.04.2007;2789;AD
349;01.01.2004;02.04.2007;2708;AE
349;01.01.2004;02.04.2007;2714;AF
349;01.01.2004;02.04.2007;2778;AG
349;01.01.2004;02.04.2007;2777;AH
349;01.01.2004;02.04.2007;2779;AI
349;01.01.2004;02.04.2007;2781;AJ
349;01.01.2004;02.04.2007;2705;AK
349;01.01.2004;02.04.2007;2716;AL
349;01.01.2004;02.04.2007;2729;AM
349;01.01.2004;02.04.2007;2704;AN
349;01.01.2004;02.04.2007;2791;AO
349;12.09.2005;02.04.2007;22760;AP
349;12.09.2005;02.04.2007;22761;AQ
349;01.07.2006;02.04.2007;55000427;AR
350;03.01.2005;05.08.2007;19526;
350;29.02.2008;17.08.2015;55002752;
350;13.03.2008;18.01.2011;55002750;
350;13.03.2008;18.12.2017;55002738;
350;01.01.2005;02.01.2005;19526;AA
350;01.01.2005;13.03.2008;19529;AB
350;01.01.2005;18.12.2017;19531;AC
350;01.01.2005;02.09.2012;19532;AD
350;01.01.2005;31.07.2012;19530;AE
350;01.01.2005;02.10.2010;19535;AF
350;01.01.2005;31.03.2009;19534;AG
350;01.01.2005;02.02.2006;19536;AH
350;01.01.2005;05.02.2018;19542;AH
350;01.01.2005;31.03.2009;19546;AI
351;01.01.2005;31.10.2006;19950;
351;01.01.2005;31.10.2006;19951;
351;01.01.2005;31.10.2006;19952;
351;01.01.2005;26.11.2006;19947;
351;01.01.2005;27.11.2006;19948;
351;01.01.2005;20.12.2006;19953;
351;01.01.2005;25.07.2007;19949;
352;01.01.2005;31.12.2007;19230;
352;01.01.2005;31.12.2007;19231;
353;01.01.2005;30.09.2014;19114;
353;04.02.2015;31.12.9999;55015575;AC
353;01.01.2005;31.12.9999;19115;AD
353;01.01.2005;31.12.9999;19116;AE
353;01.01.2005;31.12.9999;19117;AF
353;15.05.2017;31.12.9999;55017410;AG
353;01.01.2005;30.06.2017;19118;AH
353;01.01.2005;31.12.9999;19119;AH
353;17.06.2010;11.04.2018;55007201;AI
353;01.01.2015;14.02.2018;55015263;AJ
353;15.12.2017;31.12.9999;55017960;AK
354;31.07.2012;31.12.9999;55013276;
354;31.07.2012;31.12.9999;55013277;
354;31.07.2012;31.12.9999;55013278;
354;01.01.2007;31.12.2011;55001233;AA
354;01.02.2007;19.12.2016;55001251;AB
354;01.02.2007;21.12.2015;55001252;AC
354;01.02.2007;07.06.2015;55001253;AD
355;01.01.2005;27.08.2011;18877;AA
355;01.01.2005;31.05.2011;18882;AB
355;01.01.2005;30.06.2011;18890;AC
355;01.01.2005;12.10.2011;18883;AD
355;01.01.2005;27.08.2011;18884;AE
355;01.01.2005;14.07.2011;18885;AF
355;01.01.2005;22.07.2011;18886;AG
355;01.01.2005;30.06.2011;18921;AH
355;01.01.2005;27.08.2011;18887;AI
355;01.01.2005;31.05.2011;18889;AJ
356;01.01.2005;04.07.2005;18096;
356;01.01.2005;14.06.2006;18093;
356;13.03.2007;31.03.2008;55001353;
2197;01.01.2010;30.06.2011;55007655;AA
2197;01.01.2004;30.06.2011;2833;AB
2197;01.01.2004;30.06.2011;2706;AC
2197;01.01.2004;30.06.2011;2707;AD
2197;01.01.2004;23.09.2011;2709;AE
2197;01.01.2004;14.07.2011;2711;AF
2197;01.01.2004;14.07.2011;2713;AG
2197;01.01.2004;30.06.2011;2715;AH
2197;01.01.2004;01.11.2006;2754;AI
2197;01.01.2004;30.06.2011;2768;AI
2197;01.01.2004;01.12.2009;2761;AJ
2197;01.01.2004;30.06.2011;2780;AJ
2197;01.01.2004;14.07.2011;2797;AK
2197;01.01.2004;30.06.2011;2801;AL
2197;01.01.2004;22.07.2011;2813;AM
2197;01.01.2004;22.07.2011;2831;AN
2197;01.01.2004;01.11.2006;2811;AO
2197;01.01.2004;31.05.2011;2832;AO
2197;01.01.2004;14.07.2011;2829;AP
2197;01.01.2004;01.11.2006;2816;AT
2198;01.01.2004;31.12.2005;2776;
2198;01.05.2008;13.04.2010;55002814;
2198;01.05.2008;14.07.2011;55002815;
2198;01.01.2004;30.06.2011;2742;AB
2198;01.11.2006;14.07.2011;55000780;AC
2198;01.11.2006;14.07.2011;55000782;AD
2198;01.01.2004;30.06.2011;2772;AE
2198;01.01.2004;14.07.2011;2773;AF
2198;01.01.2004;30.06.2011;2775;AG
2198;01.11.2006;30.06.2011;55000779;AH
2198;01.11.2006;30.06.2011;55000781;AI
2198;01.01.2004;14.07.2011;2774;AJ
2198;01.01.2004;30.06.2011;2723;AK
2198;01.01.2004;30.06.2011;2724;AL
2198;01.01.2004;14.07.2011;2725;AM
2198;01.01.2004;30.06.2011;2726;AN
2198;01.01.2004;14.07.2011;2727;AO
2198;01.01.2004;12.12.2011;2728;AP
2198;01.01.2004;14.07.2011;2721;AQ
2198;01.01.2004;14.07.2011;2722;AR
2199;01.01.2004;30.06.2011;55000523;AB
2199;01.01.2004;01.07.2011;2720;AC
2199;01.01.2004;02.12.2008;2737;AD
2199;01.01.2004;14.07.2011;2738;AE
2199;01.01.2004;01.11.2006;2739;AF
2199;01.01.2004;01.11.2006;2740;AG
2199;01.01.2004;01.07.2011;2741;AH
2199;01.01.2004;30.06.2011;2748;AI
2199;01.01.2004;30.06.2011;2749;AJ
2199;01.01.2004;13.07.2011;2750;AK
2199;01.01.2004;14.07.2011;2751;AL
2199;01.01.2004;30.06.2011;2752;AM
2199;01.01.2004;14.07.2011;2755;AN
2199;01.01.2004;22.07.2011;2756;AO
2199;01.01.2004;27.08.2011;2758;AP
2199;01.01.2004;13.07.2011;2759;AQ
2199;01.01.2004;30.06.2011;2762;AR
2199;01.01.2004;30.06.2011;2763;AS
2199;01.01.2004;22.07.2011;2764;AT
2199;01.01.2004;30.06.2011;2765;AU
2199;01.01.2004;29.07.2011;2766;AV
2199;01.01.2004;26.07.2011;2767;AW
2200;01.02.2007;31.10.2007;55002238;
2200;07.11.2007;13.11.2007;55002276;
2200;01.01.2004;03.11.2007;2719;AA
2200;14.11.2007;10.08.2009;55002276;AA
2200;01.11.2007;30.06.2011;55002238;AB
2200;01.01.2004;14.07.2011;2732;AC
2200;01.01.2004;30.06.2011;2733;AD
2200;01.08.2005;25.09.2011;26751;AE
2200;01.01.2004;30.06.2011;2734;AF
2200;01.01.2004;27.08.2011;2735;AG
2200;01.01.2004;22.07.2011;2736;AH
2200;01.01.2004;14.07.2011;2743;AI
2200;01.01.2004;30.06.2011;2744;AJ
2200;01.01.2004;22.07.2011;2745;AK
2200;01.01.2004;30.06.2011;2746;AL
2200;01.01.2004;27.08.2011;2747;AM
2200;01.01.2004;22.07.2011;2753;AN
2200;01.08.2008;31.05.2011;55003657;AO
2200;19.08.2008;22.07.2011;55003643;AP
2200;19.08.2008;22.07.2011;55003644;AQ
2200;19.08.2008;14.07.2011;55003645;AR
2200;19.08.2008;30.06.2011;55003646;AS
2201;01.01.2004;03.08.2007;2826;01
2201;01.01.2004;30.10.2005;2823;18
2201;01.01.2004;27.08.2011;55001028;AA
2201;01.05.2008;31.07.2009;55002813;AB
2201;01.01.2004;31.05.2008;55001027;AC
2201;01.01.2004;30.06.2011;2782;AD
2201;01.01.2004;14.07.2011;2783;AE
2201;01.01.2004;03.08.2011;2784;AF
2201;01.01.2004;22.07.2011;2785;AG
2201;01.01.2004;30.06.2011;2786;AH
2201;01.01.2004;27.08.2011;2792;AI
2201;01.01.2004;22.07.2011;2793;AJ
2201;01.01.2004;14.07.2011;2794;AK
2201;01.01.2004;14.07.2011;2795;AL
2201;01.01.2004;22.07.2011;2796;AM
2201;01.01.2004;11.11.2005;2808;AN
2201;01.01.2004;22.07.2011;2806;AN
2201;01.01.2004;01.01.2010;2807;AO
2201;01.01.2004;30.08.2011;2809;AP
2201;01.01.2004;22.07.2011;2810;AQ
2201;01.01.2004;07.11.2011;2819;AR
2201;01.01.2004;27.08.2011;2820;AS
2202;04.05.2008;30.06.2011;55002875;
2202;01.01.2004;01.08.2007;4126;10
2202;04.05.2008;01.05.2009;55002905;AB
2202;01.08.2007;30.06.2011;55000821;AC
2202;01.01.2004;14.07.2011;4141;AD
2202;01.01.2004;14.07.2011;4142;AE
2202;01.01.2004;30.06.2011;4143;AF
2202;01.01.2004;30.06.2011;4144;AG
2202;01.01.2004;30.06.2011;4145;AH
2202;01.01.2004;22.07.2011;4161;AI
2202;01.01.2004;30.06.2011;4162;AJ
2202;01.01.2004;30.06.2011;4163;AK
2202;01.01.2004;14.07.2011;4164;AL
2202;01.01.2004;30.06.2011;4165;AM
2202;01.01.2004;14.07.2011;4171;AN
2202;01.01.2004;14.07.2011;4172;AO
2202;01.01.2004;14.07.2011;4173;AP
2202;01.01.2004;14.07.2011;4174;AQ
2202;01.01.2004;22.07.2011;4175;AR
2202;01.01.2004;14.07.2011;4184;AS
2202;01.01.2004;23.09.2011;4185;AT
2202;01.01.2004;14.07.2011;4186;AU
2202;01.01.2004;14.07.2011;4187;AV
2202;01.01.2004;01.09.2008;4188;AW
2202;01.01.2004;14.07.2011;4127;AX
2202;01.01.2004;14.07.2011;4128;AY
2202;01.01.2004;23.09.2011;4129;AZ
2202;01.01.2004;27.08.2011;4130;BA
2203;01.01.2004;02.05.2008;4663;AA
2203;01.12.2010;25.09.2011;55007709;AA
2203;01.01.2004;14.07.2011;4667;AB
2203;01.01.2004;14.07.2011;4680;AC
2203;01.01.2004;25.09.2011;4683;AD
2203;01.01.2004;31.05.2011;4685;AE
2203;01.01.2004;25.09.2011;4666;AF
2203;01.01.2004;25.09.2011;4678;AG
2203;01.01.2004;22.07.2011;4676;AH
2203;01.01.2004;30.06.2011;4670;AI
2203;01.01.2004;30.06.2011;4681;AJ
2203;01.01.2004;30.06.2011;4682;AK
2203;01.01.2004;30.06.2011;4684;AL
2203;01.01.2004;30.06.2011;4686;AM
2203;01.01.2004;14.07.2011;4665;AN
2203;01.01.2004;20.10.2011;4679;AO
2203;01.01.2004;30.06.2011;4677;AP
2203;01.01.2004;27.08.2011;4672;AQ
2203;01.01.2004;30.06.2011;4671;AR
2203;01.01.2004;31.05.2011;4669;AS
2203;01.01.2004;30.06.2011;4664;AT
2203;01.10.2004;31.12.2007;11742;AU
2203;18.04.2008;14.07.2011;55002783;AU
2205;01.03.2005;01.09.2006;17737;AA
2205;01.03.2005;01.09.2006;17738;AB
2205;01.03.2005;01.09.2006;17740;AC
2205;01.03.2005;30.06.2006;17741;AD
