PARENT_OBJID;BEGDA;ENDDA;OBJID;NPP
3738;01.10.2003;01.01.2006;3838;
3738;01.10.2003;01.01.2006;3839;
3738;01.10.2003;01.01.2006;3840;
3738;01.10.2003;01.01.2006;3841;
3738;01.10.2003;01.01.2006;3842;
3738;01.10.2003;01.01.2006;3983;
3738;01.10.2003;01.01.2006;3984;
3738;01.10.2003;01.01.2006;3985;
3738;01.10.2003;01.01.2006;4016;
3738;01.10.2003;01.01.2006;4017;
3738;01.10.2003;01.01.2006;4018;
3738;01.10.2003;01.01.2006;4019;
3738;01.10.2003;01.01.2006;4020;
3738;01.10.2003;01.01.2006;4021;
3739;01.10.2003;01.01.2006;3774;
3739;01.10.2003;01.01.2006;3850;
3739;01.10.2003;01.01.2006;3851;
3739;01.10.2003;01.01.2006;3852;
3739;01.10.2003;01.01.2006;3853;
3739;01.10.2003;01.01.2006;3854;
3739;01.10.2003;01.01.2006;3855;
3739;01.10.2003;01.01.2006;3856;
3740;01.10.2003;01.01.2008;3775;
3740;01.10.2003;01.01.2008;3962;
3740;01.10.2003;01.01.2008;3963;
3740;01.10.2003;01.01.2008;3964;
3740;01.10.2003;01.01.2008;3965;
3740;01.10.2003;01.01.2008;3966;
3740;01.10.2003;01.01.2008;3967;
3740;01.10.2003;01.01.2008;3968;
3740;01.10.2003;01.01.2008;3969;
3740;01.10.2003;01.01.2008;3970;
3740;01.10.2003;01.01.2008;3971;
3740;01.10.2003;01.01.2008;3972;
3740;01.10.2003;01.01.2008;3973;
3740;01.10.2003;01.01.2008;3974;
3740;01.10.2003;01.01.2008;3975;
3740;01.10.2003;01.01.2008;3976;
3740;01.10.2003;01.01.2008;3977;
3740;01.10.2003;01.01.2008;3978;
3741;01.10.2003;01.01.2006;3776;
3741;01.10.2003;01.01.2006;3912;
3741;01.10.2003;01.01.2006;3913;
3741;01.10.2003;01.01.2006;3914;
3741;01.10.2003;01.01.2006;3915;
3741;01.10.2003;01.01.2006;3916;
3741;01.10.2003;01.01.2006;3917;
3741;01.10.2003;01.01.2006;3918;
3741;01.10.2003;01.01.2006;3919;
3742;01.10.2003;01.01.2006;3777;
3742;01.10.2003;01.01.2006;3799;
3742;01.10.2003;01.01.2006;3800;
3742;01.10.2003;01.01.2006;3801;
3742;01.10.2003;01.01.2006;3802;
3742;01.10.2003;01.01.2006;3803;
3742;01.10.2003;01.01.2006;3804;
3742;01.10.2003;01.01.2006;3805;
3742;01.10.2003;01.01.2006;3806;
3742;01.10.2003;01.01.2006;3807;
3742;01.10.2003;01.01.2006;3808;
3743;01.10.2003;01.01.2006;3778;
3743;01.10.2003;01.01.2006;3857;
3743;01.10.2003;01.01.2006;3858;
3743;01.10.2003;01.01.2006;3859;
3743;01.10.2003;01.01.2006;3860;
3743;01.10.2003;01.01.2006;3861;
3743;01.10.2003;01.01.2006;3862;
3743;01.10.2003;01.01.2006;3863;
3743;01.10.2003;01.01.2006;3864;
3743;01.10.2003;01.01.2006;3865;
3743;01.10.2003;01.01.2006;3866;
3743;01.10.2003;01.01.2006;3867;
3743;01.10.2003;01.01.2006;3869;
3743;01.10.2003;01.01.2006;3871;
3744;01.10.2003;01.01.2006;3779;
3744;01.10.2003;01.01.2006;3920;
3744;01.10.2003;01.01.2006;3921;
3744;01.10.2003;01.01.2006;3922;
3744;01.10.2003;01.01.2006;3923;
3744;01.10.2003;01.01.2006;3924;
3744;01.10.2003;01.01.2006;3925;
3744;01.10.2003;01.01.2006;3926;
3744;01.10.2003;01.01.2006;3927;
3744;01.10.2003;01.01.2006;3930;
3744;01.10.2003;01.01.2006;3932;
3744;01.10.2003;01.01.2006;3939;
3744;01.10.2003;01.01.2006;3940;
3744;01.10.2003;01.01.2006;3941;
3744;01.10.2003;01.01.2006;3948;
3744;01.10.2003;01.01.2006;3949;
3744;01.10.2003;01.01.2006;3950;
3744;01.10.2003;01.01.2006;3951;
3744;01.10.2003;01.01.2006;3952;
3744;01.10.2003;01.01.2006;3953;
3744;01.10.2003;01.01.2006;3954;
3745;01.10.2003;01.01.2006;3780;
3745;01.10.2003;01.01.2006;3990;
3746;01.10.2003;01.01.2006;3781;
3746;01.10.2003;01.01.2006;4087;
3747;01.10.2003;01.01.2006;3782;
3747;01.10.2003;01.01.2006;4086;
3747;01.10.2003;01.01.2006;4094;
3747;01.10.2003;01.01.2006;4095;
3747;01.10.2003;01.01.2006;4096;
3747;01.10.2003;01.01.2006;4097;
3747;01.10.2003;01.01.2006;4098;
3747;01.10.2003;01.01.2006;4099;
3747;01.10.2003;01.01.2006;4122;
3754;01.10.2003;01.04.2009;3789;
3754;01.10.2003;01.04.2009;3996;
3754;01.10.2003;01.04.2009;3997;
3754;01.10.2003;01.04.2009;3998;
3754;01.10.2003;01.04.2009;3999;
4126;01.02.2006;31.07.2007;55000821;
4126;01.02.2006;01.08.2007;55000820;
4127;31.12.2009;31.05.2011;55006655;
4127;31.12.2009;14.07.2011;55006654;
4127;31.12.2009;14.07.2011;55006656;
4127;31.12.2009;14.07.2011;55006657;
4127;31.12.2009;14.07.2011;55006658;
4130;30.04.2008;31.05.2011;55002785;
4131;30.09.2006;18.10.2006;55000646;
4131;30.09.2006;18.10.2006;55000647;
4136;06.10.2006;06.10.2006;55000638;
4183;06.10.2006;31.10.2006;55000635;
4667;01.03.2010;30.06.2011;55006536;
4667;01.03.2010;30.06.2011;55006537;
4667;01.03.2010;30.06.2011;55006539;
4667;01.03.2010;14.07.2011;55006535;
4667;01.03.2010;14.07.2011;55006538;
4668;01.01.2004;05.06.2006;4674;AB
4668;01.01.2004;23.01.2007;4675;AC
4978;01.01.2005;31.03.2009;17322;AB
4978;07.12.2006;31.03.2009;55000955;AC
4978;01.01.2004;31.03.2009;5357;AD
4978;07.12.2006;31.03.2009;55000959;AE
4978;07.12.2006;31.03.2009;55000956;AF
4978;07.12.2006;31.03.2009;55000961;AG
4978;01.01.2004;31.03.2009;5354;AH
4978;07.12.2006;31.03.2009;55000962;AI
4978;07.12.2006;31.03.2009;55000963;AJ
4978;07.12.2006;31.03.2009;55000965;AK
4978;01.01.2005;31.03.2009;17362;AL
4978;01.01.2004;28.08.2005;4979;AM
4978;01.01.2005;02.08.2009;17829;AM
4978;01.01.2004;09.06.2005;4980;AN
4978;01.01.2005;31.03.2007;17323;AN
4978;01.01.2004;09.06.2005;5353;AO
4978;01.01.2005;31.03.2007;17328;AO
4978;01.01.2004;09.06.2005;5356;AP
4978;01.01.2005;31.01.2007;17335;AP
4978;01.01.2004;09.06.2005;5358;AQ
4978;01.01.2005;31.01.2007;17360;AQ
4978;01.01.2005;31.01.2007;17361;AR
4978;01.01.2004;01.02.2007;5355;AS
4978;01.01.2004;05.11.2007;5360;AT
4978;01.01.2004;31.03.2007;5361;AU
5010;01.01.2004;31.03.2006;5917;
5010;01.08.2008;26.11.2008;55003698;AA
5010;06.12.2010;05.06.2011;55007751;AA
5010;21.10.2008;23.12.2012;55003802;AB
5010;26.12.2006;05.06.2011;55001226;AC
5010;01.01.2004;01.08.2008;5911;AD
5010;01.08.2008;29.05.2012;55003640;AD
5010;01.01.2004;10.09.2008;5914;AE
5010;01.01.2004;11.11.2008;5915;AF
5010;01.01.2004;31.01.2007;5912;AG
5010;01.01.2004;30.06.2008;5916;AG
5010;01.01.2004;01.12.2009;5913;AH
5010;01.01.2004;29.06.2008;5918;AI
5010;01.04.2006;31.01.2007;5917;AI
5083;01.01.2004;23.06.2005;5627;
5083;01.01.2004;24.01.2007;5626;
5083;01.01.2004;18.04.2007;5628;
5093;20.02.2006;31.12.9999;44454;
5093;20.02.2006;31.12.9999;44455;
5093;01.01.2004;27.06.2006;5103;AA
5093;01.01.2004;26.06.2006;5253;AB
5093;01.01.2004;26.06.2006;5252;AC
5093;01.01.2004;15.12.2005;5105;AD
5106;01.01.2004;14.02.2005;5107;
5106;01.01.2005;01.11.2009;17145;
5106;01.01.2005;31.12.9999;17143;AC
5106;01.10.2009;31.12.9999;55005343;AD
5106;06.02.2015;31.12.9999;55015506;AE
5106;01.01.2005;26.02.2015;17146;AF
5106;01.01.2005;31.12.9999;17144;AF
5106;06.02.2015;31.12.9999;55015507;AG
5106;01.10.2009;19.02.2015;55005345;AH
5226;01.01.2004;03.05.2005;5434;
5226;01.01.2004;03.05.2005;5435;
5226;01.01.2004;03.05.2005;5437;
5226;01.01.2004;23.06.2005;5438;
5226;01.01.2004;01.01.2006;5433;
5226;01.01.2004;01.01.2006;5436;
5227;01.01.2004;01.04.2007;5555;AB
5227;01.01.2004;01.04.2007;5556;AC
5227;01.01.2004;01.04.2007;5557;AD
5227;01.01.2004;01.04.2007;5558;AE
5227;01.01.2004;01.04.2007;5559;AF
5227;01.01.2004;01.04.2007;5560;AG
5227;01.01.2004;02.04.2007;5561;AH
5227;01.01.2004;01.04.2007;5562;AI
5227;01.01.2004;01.04.2007;5567;AK
5227;01.01.2004;02.04.2007;5564;AL
5227;01.01.2004;02.04.2007;5565;AM
5228;01.01.2004;01.11.2009;5632;AB
5228;01.01.2004;20.04.2009;5633;AC
5228;01.01.2004;01.10.2009;5630;AD
5228;01.01.2004;30.09.2007;5631;AE
5228;01.01.2004;03.08.2009;5634;AF
5228;07.12.2006;14.09.2009;55000986;AG
5229;01.01.2004;13.02.2005;5636;
5229;01.01.2004;14.02.2005;5638;
5229;31.08.2006;08.09.2011;55000742;AB
5229;07.12.2006;05.06.2011;55001029;AC
5229;06.07.2006;07.06.2011;55000202;AD
5229;07.12.2006;26.06.2011;55001030;AE
5229;01.01.2004;04.02.2007;5637;AF
5230;01.01.2005;07.09.2011;21409;AA
5230;01.01.2005;14.10.2009;21410;AB
5230;01.10.2009;31.05.2011;55005342;AB
5230;01.01.2004;26.06.2011;5641;AC
5230;01.01.2005;30.06.2011;21412;AD
5230;01.01.2005;31.05.2011;21414;AE
5230;07.12.2006;21.07.2011;55000984;AF
5230;01.01.2004;26.03.2007;5643;AG
5230;10.06.2008;31.05.2011;55002927;AG
5230;01.01.2004;25.03.2007;5645;AH
5230;01.10.2009;15.01.2012;55005352;AH
5230;01.01.2005;25.03.2007;21413;AI
5230;01.01.2004;16.10.2006;5640;AJ
5230;01.01.2005;26.03.2007;21415;AJ
5230;01.01.2004;25.03.2007;5644;AK
5230;01.01.2004;25.03.2007;5642;AL
5230;01.01.2004;16.11.2006;5646;AO
5231;26.12.2006;21.09.2011;55001007;AB
5231;26.12.2006;31.07.2011;55001008;AC
5231;20.12.2006;31.05.2011;55000985;AD
5231;26.12.2006;13.06.2011;55001009;AE
5231;01.01.2004;22.01.2007;5650;AF
5231;26.12.2006;31.05.2011;55001010;AF
5231;01.01.2004;06.02.2007;5649;AG
5231;01.01.2005;24.04.2007;20722;AH
5231;01.01.2004;26.02.2007;5648;AI
5232;01.01.2004;09.08.2006;5677;
5232;01.01.2004;09.08.2006;5678;
5232;01.01.2004;16.10.2006;5679;
5233;07.12.2006;15.08.2011;55000952;AA
5233;27.08.2010;31.05.2011;55007327;AB
5233;07.12.2006;31.05.2011;55000953;AC
5233;07.12.2006;13.06.2011;55000954;AD
5233;01.01.2004;04.02.2007;5682;AE
5233;01.01.2004;28.04.2007;5684;AF
5233;01.01.2004;17.08.2007;5683;AG
5236;01.01.2004;03.07.2005;5804;
5236;01.01.2004;14.07.2005;5803;
5236;01.01.2004;10.10.2005;5802;
5236;01.01.2004;10.10.2005;5805;
5236;01.01.2005;31.08.2006;20725;
5236;01.01.2005;31.08.2006;20726;
5236;01.01.2005;31.08.2006;20727;
5236;01.01.2005;28.09.2006;20728;
5236;01.01.2005;07.10.2010;20724;
5236;21.08.2006;14.02.2010;55000463;
5236;21.08.2006;23.09.2010;55000462;
5236;06.08.2010;31.12.9999;55007318;
5236;06.08.2010;31.12.9999;55007319;
5236;06.08.2010;31.12.9999;55007320;
5238;01.08.2012;31.12.9999;55012652;BM
5238;01.08.2012;31.12.9999;55012651;BN
5238;01.01.2005;31.12.9999;16634;BO
5239;01.01.2004;14.03.2005;5921;
5239;01.01.2004;14.03.2005;5922;
5239;01.01.2004;14.03.2005;5923;
5239;01.01.2004;17.03.2005;5927;
5239;01.01.2004;29.08.2005;5924;
5239;01.01.2004;02.04.2006;5925;
5239;01.01.2005;28.03.2006;17216;
5239;01.01.2005;17.10.2012;17209;AD
5239;01.01.2005;10.01.2007;17211;AE
5239;07.12.2006;13.06.2011;55000967;AE
5239;16.12.2011;30.09.2012;55010937;AE
5239;07.12.2006;05.07.2011;55000968;AF
5239;16.12.2011;07.11.2012;55010951;AF
5239;01.01.2011;26.02.2012;55009426;AG
5239;01.01.2005;29.01.2007;17212;AH
5239;07.12.2006;30.09.2012;55000969;AH
5239;01.01.2005;30.01.2007;17210;AI
5239;07.12.2006;17.12.2012;55000970;AI
5239;01.01.2005;30.01.2007;17214;AJ
5239;01.01.2005;18.09.2013;17215;AJ
5239;01.01.2004;22.01.2007;5926;AL
5241;31.08.2011;23.10.2012;55010332;
5241;28.06.2010;24.10.2012;55007225;AA
5241;26.08.2005;27.10.2010;26683;AB
5241;26.08.2005;31.10.2012;26684;AC
5241;26.08.2005;09.01.2012;26690;AD
5241;28.06.2010;30.11.2012;55007226;AE
5241;26.08.2005;31.01.2011;26685;AF
5241;26.08.2005;30.10.2012;26687;AG
5241;01.01.2004;31.01.2007;5930;AH
5241;26.08.2005;31.01.2011;26686;AH
5241;01.01.2004;13.09.2006;5929;AI
5241;01.01.2004;01.02.2007;5931;AI
5241;26.08.2005;31.01.2011;26691;AI
5243;01.01.2004;31.12.9999;5999;AC
5243;01.01.2011;31.12.9999;55009451;AD
5243;26.12.2006;31.12.9999;55000973;AE
5243;01.08.2012;08.01.2017;55012616;AF
5243;12.08.2016;31.12.9999;55016400;AF
5243;26.12.2006;11.09.2011;55000971;AG
5243;26.12.2006;28.06.2011;55000972;AH
5243;26.12.2006;31.12.9999;55000976;AH
5243;01.01.2004;30.01.2007;6000;AI
5243;26.12.2006;10.07.2011;55000974;AI
5243;26.12.2006;11.09.2012;55000975;AI
5243;01.08.2012;31.12.9999;55012553;AI
5243;01.01.2004;29.01.2007;6026;AJ
5243;01.01.2011;26.08.2012;55009452;AJ
5243;01.01.2004;28.04.2007;6027;AK
5244;01.10.2009;12.03.2018;55005346;
5244;01.01.2018;31.12.9999;55018202;
5244;01.01.2005;01.02.2009;20001;AA
5244;01.01.2005;13.03.2006;20000;AB
5244;01.01.2004;31.05.2006;6028;AC
5245;01.01.2005;16.01.2007;17313;AA
5245;01.01.2005;31.05.2010;17314;AA
5245;01.01.2005;16.01.2007;17315;AB
5245;01.10.2009;31.05.2010;55005340;AB
5245;01.10.2009;17.07.2010;55005341;AC
5246;01.01.2004;03.10.2005;6100;
5246;01.01.2004;24.08.2006;6099;
5248;01.01.2004;16.05.2006;6101;
5251;01.01.2004;18.11.2012;6103;
5251;01.01.2004;31.12.9999;6102;
5251;01.08.2012;31.12.9999;55012580;
5361;01.01.2004;01.05.2006;5362;
5363;01.01.2004;31.01.2007;5431;AA
5363;16.07.2007;31.12.2014;55001853;AA
5363;01.01.2004;25.03.2007;5369;AB
5363;12.07.2007;30.06.2011;55001856;AB
5363;01.10.2009;31.12.2014;55005243;AB
5363;12.07.2007;18.11.2009;55001860;AC
5363;01.10.2009;31.12.2014;55005330;AC
5363;01.01.2004;01.02.2010;5426;AD
5363;01.01.2004;28.06.2011;5427;AD
5363;01.10.2009;31.12.2014;55005331;AD
5363;01.11.2004;16.01.2012;16587;AE
5363;01.10.2009;31.12.2014;55005332;AE
5363;01.10.2009;31.12.2014;55005242;AF
5363;24.11.2010;31.12.2014;55007725;AG
5363;01.01.2008;31.12.2011;55002380;AH
5363;01.10.2009;31.12.2014;55005249;AH
5363;10.12.2010;31.12.2014;55007730;AI
5363;01.01.2004;16.01.2008;4690;AJ
5363;01.01.2004;20.01.2012;4687;AJ
5363;01.10.2009;31.12.2014;55005360;AJ
5363;01.01.2004;14.03.2008;5011;AK
5363;01.01.2010;07.02.2012;55006377;AK
5363;01.01.2004;20.01.2008;4866;AL
5363;01.01.2004;07.02.2012;4689;AL
5363;01.01.2004;31.12.2011;4867;AM
5363;01.01.2004;24.09.2006;5430;AN
5363;01.01.2004;14.03.2012;4688;AN
5363;01.01.2004;27.08.2006;5429;AO
5363;21.08.2006;31.12.2011;55000464;AO
5363;01.01.2004;23.05.2006;5371;AP
5363;08.10.2007;24.08.2009;55002142;AP
5363;01.10.2009;03.02.2012;55005358;AP
5363;01.01.2004;31.08.2005;5085;AQ
5363;01.10.2009;02.02.2012;55005245;AQ
5363;01.01.2004;08.07.2005;5084;AR
5363;01.01.2010;26.02.2012;55006345;AR
5363;01.01.2004;08.07.2005;5009;AS
5363;09.02.2010;04.06.2012;55006501;AS
5363;01.01.2004;20.05.2005;5375;AT
5363;01.10.2009;12.01.2011;55005359;AU
5363;01.10.2009;04.08.2010;55005244;AW
5363;01.10.2009;31.12.2010;55005333;AZ
5363;01.10.2009;24.03.2011;55005334;BA
5363;01.10.2009;17.01.2011;55005335;BB
5363;01.10.2009;05.12.2010;55005338;BC
5363;01.10.2009;31.12.2010;55005337;BC
5363;01.10.2009;18.02.2011;55005339;BD
5363;01.10.2009;15.12.2010;55005238;BE
5363;01.10.2009;12.12.2010;55005241;BF
5363;01.10.2009;22.04.2011;55005336;BF
5363;01.10.2009;24.03.2011;55005239;BG
5363;01.10.2009;17.11.2010;55005240;BH
5426;01.01.2005;01.02.2010;21365;
5426;01.01.2005;01.02.2010;21366;
5427;01.08.2005;07.06.2011;26021;AA
5427;01.08.2005;28.06.2011;26020;AB
5427;01.08.2005;01.04.2011;26022;AC
5437;01.01.2004;03.05.2005;5553;
5567;01.01.2004;01.05.2005;5571;
5567;01.01.2004;01.05.2005;5573;
5567;01.01.2004;01.04.2007;5568;
5567;01.01.2004;01.04.2007;5569;
5567;01.01.2004;01.04.2007;5570;
5567;01.01.2004;01.04.2007;5572;
5567;06.12.2006;01.04.2007;55000983;
5803;01.01.2004;03.07.2005;5806;
5930;01.01.2004;31.10.2005;5932;
5930;01.01.2004;29.12.2005;5934;
5930;01.01.2004;28.03.2006;5935;
5930;01.01.2004;27.08.2006;5933;
5930;01.01.2004;31.01.2007;5936;
5978;01.01.2004;31.01.2007;5982;
5978;01.01.2004;31.01.2007;5984;
5978;01.01.2004;26.02.2009;5983;
5979;01.01.2004;31.01.2007;5985;
5979;01.01.2004;31.01.2007;5986;
5979;01.01.2004;31.01.2007;5987;
5979;01.01.2004;31.01.2007;5988;
5979;01.01.2004;31.01.2007;5989;
5979;01.01.2004;27.04.2009;5990;
5980;01.01.2004;31.08.2006;5991;
5980;01.01.2004;31.08.2006;5992;
6104;01.01.2004;07.08.2006;6106;
6104;01.01.2004;19.08.2006;6105;
6104;01.01.2004;19.08.2006;6107;
14607;01.01.2005;16.01.2008;14640;AA
14607;01.01.2005;31.12.2007;14641;AB
14607;01.09.2005;31.12.2007;55000734;AC
14607;01.01.2005;31.12.2007;14642;AD
14607;01.01.2005;16.01.2008;14643;AE
14608;01.01.2005;31.03.2011;14615;
14608;01.01.2005;14.07.2011;14612;
14608;01.01.2005;14.07.2011;14614;
14608;01.01.2005;22.07.2011;14613;
14608;01.01.2009;14.07.2011;14778;AB
14609;01.01.2005;14.07.2011;14754;
14609;01.01.2005;14.07.2011;14757;
14609;01.01.2005;27.08.2011;14755;
14609;01.01.2005;27.08.2011;14756;
14610;01.01.2005;30.06.2011;14618;
14610;01.01.2005;30.06.2011;14620;
14610;01.01.2005;14.07.2011;14619;
14610;01.01.2005;14.07.2011;14621;
14610;01.01.2005;23.09.2011;14617;
14611;01.01.2005;30.06.2011;14622;
14611;01.01.2005;30.06.2011;14626;
14611;01.01.2005;14.07.2011;14624;
14611;01.01.2005;27.08.2011;14623;
14611;01.01.2005;20.11.2011;14625;
14640;01.01.2005;31.12.2007;14646;
14640;01.01.2005;31.12.2007;14647;
14640;01.01.2005;31.12.2007;14648;
14640;01.01.2005;16.01.2008;14645;
14641;01.01.2005;31.08.2005;14652;
14641;01.01.2005;31.08.2005;14653;
14641;01.01.2005;31.08.2005;55002436;
14641;01.01.2005;31.12.2007;14649;
14641;01.01.2005;31.12.2007;14650;
14641;01.01.2005;31.12.2007;14651;
14642;01.01.2005;31.12.2007;14654;
14642;01.01.2005;31.12.2007;14655;
14643;01.01.2005;31.12.2007;14662;
14643;01.01.2005;09.01.2008;14661;
14643;01.01.2005;15.01.2008;14656;
14643;01.01.2005;16.01.2008;14657;
14643;01.01.2005;16.01.2008;14659;
14664;01.01.2005;31.12.2007;14665;
14664;01.09.2005;31.12.2007;26218;
14664;01.01.2005;31.03.2011;14666;AA
14664;01.01.2005;31.03.2011;14667;AB
14664;01.01.2008;31.03.2011;14673;AC
14664;01.01.2005;31.03.2011;14668;AD
14669;01.01.2005;31.12.2007;14673;AA
14669;01.01.2005;31.03.2011;14670;AB
14669;01.01.2005;31.03.2011;14671;AC
14669;01.01.2005;31.03.2011;14674;AD
14669;01.01.2005;31.03.2011;14672;AE
14679;01.01.2005;31.12.2007;14686;
14679;01.01.2005;31.12.2007;14687;
14679;01.01.2005;09.01.2008;14688;
14680;01.01.2005;31.12.2007;14689;
14680;01.01.2005;31.12.2007;14690;
14680;01.01.2005;31.12.2007;14691;
14681;01.01.2005;31.12.2007;14692;
14681;01.01.2005;31.12.2007;14693;
14681;01.01.2005;31.12.2007;14694;
14683;01.01.2005;31.12.2007;14695;AA
14683;01.01.2005;09.01.2008;14696;AB
14683;01.01.2005;31.12.2007;14701;AC
14683;01.01.2005;31.12.2007;14699;AE
14683;01.01.2005;31.12.2007;14700;AF
14683;01.01.2005;31.12.2007;16631;AG
14758;01.01.2005;14.07.2011;14762;
14758;01.01.2005;27.08.2011;14763;
14758;01.01.2005;23.11.2011;14761;
14758;01.04.2009;14.07.2011;55004718;
14759;01.01.2005;27.08.2011;14767;AA
14759;01.01.2005;22.07.2011;14769;AB
14759;01.01.2005;22.07.2011;14770;AC
14772;01.01.2005;22.07.2011;55000732;
14801;01.01.2005;30.06.2008;14808;AA
14801;01.01.2005;31.03.2007;14809;AB
14801;01.01.2005;30.06.2008;14845;AB
14801;01.01.2005;31.03.2007;14810;AC
14801;23.04.2008;30.06.2008;55002811;AC
14801;01.01.2005;01.07.2006;14811;AD
14801;01.01.2005;31.03.2007;55000552;AF
14801;01.01.2005;02.04.2007;55000554;AG
14801;01.01.2005;31.03.2007;55000555;AH
14802;01.01.2005;17.07.2008;14812;AA
14802;01.01.2005;01.01.2005;55000560;AB
14802;01.01.2005;01.01.2005;55000559;AC
14802;01.01.2005;17.07.2008;14814;AF
14802;01.01.2005;30.06.2008;55000558;AG
14802;01.01.2005;01.01.2005;14816;AH
14803;01.01.2005;30.06.2008;14821;AA
14803;01.01.2005;30.06.2008;14824;AB
14803;01.01.2005;30.06.2008;55000551;AC
14803;01.01.2005;30.06.2008;14823;AD
14803;01.01.2005;30.06.2008;55000550;AE
14803;01.01.2005;30.06.2008;14825;AF
14803;01.01.2005;30.06.2008;14851;AG
14803;01.01.2005;30.06.2008;14820;AH
14803;01.01.2005;30.06.2008;14852;AI
14803;01.01.2005;30.06.2008;14826;AJ
14803;01.01.2005;30.06.2008;14828;AK
14803;01.01.2005;30.06.2008;14827;AL
14803;01.01.2005;30.06.2008;14829;AM
14803;01.01.2005;30.06.2008;55000549;AN
14803;01.01.2005;30.06.2008;14853;AO
14804;01.01.2005;30.06.2008;14830;AA
14804;01.01.2005;01.01.2005;14849;AB
14804;01.01.2005;01.01.2005;14831;AC
14804;01.01.2005;30.06.2008;14850;AD
14804;01.01.2005;01.01.2005;14837;АА
14836;02.01.2005;30.06.2008;14816;AA
14836;21.06.2007;17.07.2008;14835;AB
14836;21.06.2007;17.07.2008;14840;AC
15857;01.01.2005;14.07.2011;15858;AA
15857;01.01.2005;14.07.2011;15859;AC
15857;01.01.2005;14.07.2011;15860;AD
15861;01.01.2005;30.06.2011;15862;AF
15861;01.01.2005;30.06.2011;15863;AG
15861;01.01.2005;30.06.2011;15864;AH
15865;01.01.2005;14.07.2011;15866;AJ
15865;01.01.2005;27.08.2011;15867;AK
15865;01.01.2005;14.07.2011;15868;AL
15865;01.01.2005;23.01.2012;15869;AM
15865;01.01.2005;31.03.2011;15870;AN
15871;01.01.2005;01.09.2005;15879;AA
15871;01.01.2008;14.07.2011;55002437;AA
15871;01.01.2008;14.07.2011;55002438;AB
15871;01.01.2005;22.07.2011;15880;AC
15871;01.01.2005;27.08.2011;15881;AD
15871;31.10.2005;30.04.2006;15883;AD
15871;01.01.2005;15.01.2008;15882;AE
15871;05.04.2007;15.01.2008;15883;AF
15872;01.01.2005;30.10.2005;15883;
15872;01.01.2008;30.06.2011;55002392;
15872;01.01.2008;30.06.2011;55002393;
15872;01.05.2006;04.04.2007;15883;AA
15872;01.01.2005;30.06.2011;15884;AB
15872;01.01.2005;15.01.2008;15885;AC
15872;01.01.2005;15.01.2008;15886;AD
15872;01.01.2005;15.01.2008;15887;AE
15872;01.09.2005;15.01.2008;23073;AF
15873;01.01.2005;30.04.2006;15888;
15873;01.01.2005;30.04.2006;15889;
15874;01.01.2005;30.04.2006;15895;
15874;01.01.2005;30.04.2006;15896;
15874;01.01.2005;30.04.2006;15897;
15874;01.01.2005;30.04.2006;15898;
15874;01.01.2005;30.04.2006;15899;
15929;01.01.2005;30.06.2011;16009;
15929;01.01.2005;27.08.2011;15948;
15929;01.01.2005;27.08.2011;16007;
15929;01.01.2005;27.08.2011;16008;
16010;01.01.2005;08.09.2005;16011;
16010;01.01.2005;30.06.2011;16012;
16010;01.01.2005;14.07.2011;16037;
16010;01.01.2005;23.09.2011;16031;
16013;01.01.2005;01.07.2011;16022;AB
16013;01.01.2005;22.07.2011;16023;AC
16013;01.01.2005;01.07.2011;16024;AD
16013;01.01.2005;14.07.2011;16025;AE
16014;01.01.2005;30.06.2011;16029;
16014;01.01.2005;14.07.2011;16027;
16014;01.01.2005;14.07.2011;16028;
16014;01.01.2005;22.07.2011;16026;
16015;01.01.2005;01.06.2011;16035;
16015;01.01.2005;01.07.2011;16032;
16015;01.01.2005;14.07.2011;16036;
16015;01.01.2005;15.07.2011;16034;
16015;01.01.2005;27.08.2011;16089;
16015;01.01.2005;29.08.2011;16033;
16017;01.01.2005;28.02.2006;16069;
16017;01.01.2005;28.02.2006;16070;
16017;01.01.2005;28.02.2006;16087;
16038;01.01.2005;27.08.2011;16039;
16038;01.01.2005;27.08.2011;16040;
16038;01.01.2005;30.09.2011;16045;
16038;01.01.2005;13.12.2011;16041;
16049;01.01.2005;31.12.2009;16050;
16051;01.01.2005;26.10.2006;16052;
16051;01.01.2005;31.12.2009;16054;
16051;01.01.2005;31.12.2009;16056;
16051;01.01.2005;31.12.2009;16077;
16052;26.10.2006;31.03.2007;55000760;
16082;01.01.2005;27.08.2011;16083;
16082;01.01.2005;27.08.2011;16084;
16082;01.01.2005;27.08.2011;16085;
16082;01.01.2005;23.09.2011;16086;
16090;01.01.2005;30.06.2011;16095;
16090;01.01.2005;30.06.2011;16097;
16090;01.01.2005;14.07.2011;16096;
16091;01.01.2005;30.06.2011;16098;AA
16091;01.01.2005;14.07.2011;16099;AB
16091;01.12.2007;14.07.2011;55002358;AC
16091;01.01.2005;30.06.2011;16100;AD
16092;01.01.2005;30.06.2011;16101;
16092;01.01.2005;30.06.2011;16102;
16092;01.01.2005;30.06.2011;16103;
16093;01.01.2005;30.06.2011;16104;AA
16093;01.01.2005;30.06.2011;16105;AB
16093;01.01.2005;27.08.2011;16106;AC
16093;01.01.2005;14.07.2011;16107;AD
16093;01.01.2005;14.07.2011;16108;AE
16161;01.02.2005;30.06.2011;17096;AA
16161;01.02.2005;15.06.2011;17097;AB
